2022-09-10 16:42:39,048 INFO    MainThread:52782 [wandb_setup.py:_flush():76] Configure stats pid to 52782
2022-09-10 16:42:39,049 INFO    MainThread:52782 [wandb_setup.py:_flush():76] Loading settings from /Users/josephbajor/.config/wandb/settings
2022-09-10 16:42:39,049 INFO    MainThread:52782 [wandb_setup.py:_flush():76] Loading settings from /Users/josephbajor/Library/CloudStorage/OneDrive-Personal/Code/CMU/Deep Learning/HW1/wandb/settings
2022-09-10 16:42:39,049 INFO    MainThread:52782 [wandb_setup.py:_flush():76] Loading settings from environment variables: {'_require_service': 'True'}
2022-09-10 16:42:39,049 INFO    MainThread:52782 [wandb_setup.py:_flush():76] Inferring run settings from compute environment: {'program': '<python with no main file>'}
2022-09-10 16:42:39,049 INFO    MainThread:52782 [wandb_setup.py:_flush():76] Applying login settings: {'api_key': '***REDACTED***'}
2022-09-10 16:42:39,049 INFO    MainThread:52782 [wandb_setup.py:_flush():76] Applying login settings: {'api_key': '***REDACTED***'}
2022-09-10 16:42:39,049 INFO    MainThread:52782 [wandb_init.py:_log_setup():461] Logging user logs to /Users/josephbajor/Library/CloudStorage/OneDrive-Personal/Code/CMU/Deep Learning/HW1/wandb/run-20220910_164239-subomz2r/logs/debug.log
2022-09-10 16:42:39,049 INFO    MainThread:52782 [wandb_init.py:_log_setup():462] Logging internal logs to /Users/josephbajor/Library/CloudStorage/OneDrive-Personal/Code/CMU/Deep Learning/HW1/wandb/run-20220910_164239-subomz2r/logs/debug-internal.log
2022-09-10 16:42:39,049 INFO    MainThread:52782 [wandb_init.py:_jupyter_setup():411] configuring jupyter hooks <wandb.sdk.wandb_init._WandbInit object at 0x2d69a5d20>
2022-09-10 16:42:39,049 INFO    MainThread:52782 [wandb_init.py:init():495] calling init triggers
2022-09-10 16:42:39,049 INFO    MainThread:52782 [wandb_init.py:init():498] wandb.init called with sweep_config: {}
config: {'epochs': 10, 'batch_size': 1024, 'context': 0, 'learning_rate': 0.001, 'architecture': 'very-low-cutoff'}
2022-09-10 16:42:39,049 INFO    MainThread:52782 [wandb_init.py:init():548] starting backend
2022-09-10 16:42:39,049 INFO    MainThread:52782 [wandb_init.py:init():552] setting up manager
2022-09-10 16:42:39,052 INFO    MainThread:52782 [backend.py:_multiprocessing_setup():97] multiprocessing start_methods=spawn,fork,forkserver, using: spawn
2022-09-10 16:42:39,054 INFO    MainThread:52782 [wandb_init.py:init():558] backend started and connected
2022-09-10 16:42:39,062 INFO    MainThread:52782 [wandb_run.py:_label_probe_notebook():1105] probe notebook
2022-09-10 16:42:39,064 INFO    MainThread:52782 [wandb_run.py:_label_probe_notebook():1115] Unable to probe notebook: 'NoneType' object has no attribute 'get'
2022-09-10 16:42:39,064 INFO    MainThread:52782 [wandb_init.py:init():636] updated telemetry
2022-09-10 16:42:39,065 INFO    MainThread:52782 [wandb_init.py:init():667] communicating run to backend with 30 second timeout
2022-09-10 16:42:39,388 INFO    MainThread:52782 [wandb_run.py:_on_init():1982] communicating current version
2022-09-10 16:42:39,507 INFO    MainThread:52782 [wandb_run.py:_on_init():1986] got version response upgrade_message: "wandb version 0.13.3 is available!  To upgrade, please run:\n $ pip install wandb --upgrade"

2022-09-10 16:42:39,507 INFO    MainThread:52782 [wandb_init.py:init():700] starting run threads in backend
2022-09-10 16:42:41,105 INFO    MainThread:52782 [wandb_run.py:_console_start():1962] atexit reg
2022-09-10 16:42:41,105 INFO    MainThread:52782 [wandb_run.py:_redirect():1820] redirect: SettingsConsole.WRAP_RAW
2022-09-10 16:42:41,105 INFO    MainThread:52782 [wandb_run.py:_redirect():1885] Wrapping output streams.
2022-09-10 16:42:41,105 INFO    MainThread:52782 [wandb_run.py:_redirect():1907] Redirects installed.
2022-09-10 16:42:41,105 INFO    MainThread:52782 [wandb_init.py:init():732] run started, returning control to user process
2022-09-10 16:42:41,105 INFO    MainThread:52782 [wandb_init.py:_pause_backend():374] pausing backend
2022-09-10 16:42:41,105 INFO    MainThread:52782 [jupyter.py:save_ipynb():377] not saving jupyter notebook
2022-09-10 16:42:41,119 INFO    MainThread:52782 [wandb_init.py:_resume_backend():383] resuming backend
2022-09-10 16:42:41,121 INFO    MainThread:52782 [wandb_init.py:_pause_backend():374] pausing backend
2022-09-10 16:42:41,121 INFO    MainThread:52782 [jupyter.py:save_ipynb():377] not saving jupyter notebook
2022-09-10 16:42:41,129 INFO    MainThread:52782 [wandb_init.py:_resume_backend():383] resuming backend
2022-09-10 16:42:41,131 INFO    MainThread:52782 [wandb_init.py:_pause_backend():374] pausing backend
2022-09-10 16:42:41,131 INFO    MainThread:52782 [jupyter.py:save_ipynb():377] not saving jupyter notebook
2022-09-10 16:42:41,147 INFO    MainThread:52782 [wandb_init.py:_resume_backend():383] resuming backend
2022-09-10 16:42:41,149 INFO    MainThread:52782 [wandb_init.py:_pause_backend():374] pausing backend
2022-09-10 16:42:41,150 INFO    MainThread:52782 [jupyter.py:save_ipynb():377] not saving jupyter notebook
2022-09-10 16:42:41,157 INFO    MainThread:52782 [wandb_init.py:_resume_backend():383] resuming backend
2022-09-10 16:42:41,160 INFO    MainThread:52782 [wandb_init.py:_pause_backend():374] pausing backend
2022-09-10 16:42:41,160 INFO    MainThread:52782 [jupyter.py:save_ipynb():377] not saving jupyter notebook
2022-09-10 16:42:41,177 INFO    MainThread:52782 [wandb_init.py:_resume_backend():383] resuming backend
2022-09-10 16:42:41,180 INFO    MainThread:52782 [wandb_init.py:_pause_backend():374] pausing backend
